Delivery Month,Provider,Direction,From Zone,To Zone,Winner,Winner EIC,Participant Awarded MW,Auction Offered MW,Auction Requested MW,Auction Allocated MW,Clearing Price EUR/MWh,Auction ID,Winner Evidence,Source URL,Successful Participants
2026-10,SEE CAO,TR→GR,TR,GR,EnSCo Energy Services Company AG,12X-0000001905-X,,100.00,535,100,62.45,TRGR-M-20261001-68260,SEE CAO participantsSold explicit EIC; participant MW not published,https://api.seecao.com/api/data?auctionIdentification=TRGR-M-20261001-68260,4
2026-10,SEE CAO,TR→GR,TR,GR,Unresolved EIC,40X000000000283S,,100.00,535,100,62.45,TRGR-M-20261001-68260,SEE CAO participantsSold explicit EIC; participant MW not published,https://api.seecao.com/api/data?auctionIdentification=TRGR-M-20261001-68260,4
2026-10,SEE CAO,TR→GR,TR,GR,Vitol Gas & Power B.V.,14X----0000009-1,,100.00,535,100,62.45,TRGR-M-20261001-68260,SEE CAO participantsSold explicit EIC; participant MW not published,https://api.seecao.com/api/data?auctionIdentification=TRGR-M-20261001-68260,4
2026-10,SEE CAO,XK→AL,XK,AL,"CEZ, a.s.",11XCEZ-CZ------1,,150.00,372,150,0.58,XKAL-M-20261001-68262,SEE CAO participantsSold explicit EIC; participant MW not published,https://api.seecao.com/api/data?auctionIdentification=XKAL-M-20261001-68262,10
2026-10,SEE CAO,XK→AL,XK,AL,DUFERCO HELLAS Α.Ε.,29X10001000100CN,,150.00,372,150,0.58,XKAL-M-20261001-68262,SEE CAO participantsSold explicit EIC; participant MW not published,https://api.seecao.com/api/data?auctionIdentification=XKAL-M-20261001-68262,10
2026-10,SEE CAO,XK→AL,XK,AL,Danske Commodities Kosovo SH.P.K.,23X--201125-DC-P,,150.00,372,150,0.58,XKAL-M-20261001-68262,SEE CAO participantsSold explicit EIC; participant MW not published,https://api.seecao.com/api/data?auctionIdentification=XKAL-M-20261001-68262,10
2026-10,SEE CAO,XK→AL,XK,AL,EDF TRADING Ltd,11XEDFTRADING--G,,150.00,372,150,0.58,XKAL-M-20261001-68262,SEE CAO participantsSold explicit EIC; participant MW not published,https://api.seecao.com/api/data?auctionIdentification=XKAL-M-20261001-68262,10
2026-10,SEE CAO,XK→AL,XK,AL,ELECTRADE S.P.A.,28XELECTRADE---R,,150.00,372,150,0.58,XKAL-M-20261001-68262,SEE CAO participantsSold explicit EIC; participant MW not published,https://api.seecao.com/api/data?auctionIdentification=XKAL-M-20261001-68262,10
2026-10,SEE CAO,XK→AL,XK,AL,FUTURE ENERGY TRADING SHPK,23X--160809-FE-G,,150.00,372,150,0.58,XKAL-M-20261001-68262,SEE CAO participantsSold explicit EIC; participant MW not published,https://api.seecao.com/api/data?auctionIdentification=XKAL-M-20261001-68262,10
2026-10,SEE CAO,XK→AL,XK,AL,"GEN-I, trgovanje in prodaja elektricne energije, d.o.o.",11XIGET--------D,,150.00,372,150,0.58,XKAL-M-20261001-68262,SEE CAO participantsSold explicit EIC; participant MW not published,https://api.seecao.com/api/data?auctionIdentification=XKAL-M-20261001-68262,10
2026-10,SEE CAO,XK→AL,XK,AL,GSA,22XGSA---------N,,150.00,372,150,0.58,XKAL-M-20261001-68262,SEE CAO participantsSold explicit EIC; participant MW not published,https://api.seecao.com/api/data?auctionIdentification=XKAL-M-20261001-68262,10
2026-10,SEE CAO,XK→AL,XK,AL,PROTERGIA ENERGY ALBANIA sh.p.k,54X-100-1001-PRA,,150.00,372,150,0.58,XKAL-M-20261001-68262,SEE CAO participantsSold explicit EIC; participant MW not published,https://api.seecao.com/api/data?auctionIdentification=XKAL-M-20261001-68262,10
2026-10,SEE CAO,XK→AL,XK,AL,ReNRGY Trading Group SH.P.K,54X-10IRN102618R,,150.00,372,150,0.58,XKAL-M-20261001-68262,SEE CAO participantsSold explicit EIC; participant MW not published,https://api.seecao.com/api/data?auctionIdentification=XKAL-M-20261001-68262,10
2026-10,SEE CAO,XK→ME,XK,ME,"CEZ, a.s.",11XCEZ-CZ------1,,100.00,329,100,1.94,XKME-M-20261001-68263,SEE CAO participantsSold explicit EIC; participant MW not published,https://api.seecao.com/api/data?auctionIdentification=XKME-M-20261001-68263,13
2026-10,SEE CAO,XK→ME,XK,ME,DUFERCO HELLAS Α.Ε.,29X10001000100CN,,100.00,329,100,1.94,XKME-M-20261001-68263,SEE CAO participantsSold explicit EIC; participant MW not published,https://api.seecao.com/api/data?auctionIdentification=XKME-M-20261001-68263,13
2026-10,SEE CAO,XK→ME,XK,ME,Danske Commodities Kosovo SH.P.K.,23X--201125-DC-P,,100.00,329,100,1.94,XKME-M-20261001-68263,SEE CAO participantsSold explicit EIC; participant MW not published,https://api.seecao.com/api/data?auctionIdentification=XKME-M-20261001-68263,13
2026-10,SEE CAO,XK→ME,XK,ME,ELECTRADE S.P.A.,28XELECTRADE---R,,100.00,329,100,1.94,XKME-M-20261001-68263,SEE CAO participantsSold explicit EIC; participant MW not published,https://api.seecao.com/api/data?auctionIdentification=XKME-M-20261001-68263,13
2026-10,SEE CAO,XK→ME,XK,ME,"GEN-I, trgovanje in prodaja elektricne energije, d.o.o.",11XIGET--------D,,100.00,329,100,1.94,XKME-M-20261001-68263,SEE CAO participantsSold explicit EIC; participant MW not published,https://api.seecao.com/api/data?auctionIdentification=XKME-M-20261001-68263,13
2026-10,SEE CAO,XK→ME,XK,ME,GSA,22XGSA---------N,,100.00,329,100,1.94,XKME-M-20261001-68263,SEE CAO participantsSold explicit EIC; participant MW not published,https://api.seecao.com/api/data?auctionIdentification=XKME-M-20261001-68263,13
2026-10,SEE CAO,XK→ME,XK,ME,"Gunvor International B.V., Amsterdam, succursale de Genève",12X-0000001807-W,,100.00,329,100,1.94,XKME-M-20261001-68263,SEE CAO participantsSold explicit EIC; participant MW not published,https://api.seecao.com/api/data?auctionIdentification=XKME-M-20261001-68263,13
2026-10,SEE CAO,XK→ME,XK,ME,HOLDING SLOVENSKE ELEKTRARNE d.o.o.,11XHSE-SLOVENIAG,,100.00,329,100,1.94,XKME-M-20261001-68263,SEE CAO participantsSold explicit EIC; participant MW not published,https://api.seecao.com/api/data?auctionIdentification=XKME-M-20261001-68263,13
2026-10,SEE CAO,XK→ME,XK,ME,MFT Energy A/S,23X--161129-ME-L,,100.00,329,100,1.94,XKME-M-20261001-68263,SEE CAO participantsSold explicit EIC; participant MW not published,https://api.seecao.com/api/data?auctionIdentification=XKME-M-20261001-68263,13
2026-10,SEE CAO,XK→ME,XK,ME,MOTOR OIL RENEWABLE ENERGY SINGLE MEMBER S.A.,29XSOUSAKIPOWERE,,100.00,329,100,1.94,XKME-M-20261001-68263,SEE CAO participantsSold explicit EIC; participant MW not published,https://api.seecao.com/api/data?auctionIdentification=XKME-M-20261001-68263,13
2026-10,SEE CAO,XK→ME,XK,ME,ReNRGY Trading Group SH.P.K,54X-10IRN102618R,,100.00,329,100,1.94,XKME-M-20261001-68263,SEE CAO participantsSold explicit EIC; participant MW not published,https://api.seecao.com/api/data?auctionIdentification=XKME-M-20261001-68263,13
2026-10,SEE CAO,XK→ME,XK,ME,Statkraft Markets GmbH,11XSTATKRAFT001N,,100.00,329,100,1.94,XKME-M-20261001-68263,SEE CAO participantsSold explicit EIC; participant MW not published,https://api.seecao.com/api/data?auctionIdentification=XKME-M-20261001-68263,13
2026-10,SEE CAO,XK→ME,XK,ME,Terna Energy Trading DOOEL,33X-TETRA-SKOP-M,,100.00,329,100,1.94,XKME-M-20261001-68263,SEE CAO participantsSold explicit EIC; participant MW not published,https://api.seecao.com/api/data?auctionIdentification=XKME-M-20261001-68263,13
2026-10,SEE CAO,XK→MK,XK,MK,"CEZ, a.s.",11XCEZ-CZ------1,,200.00,429,198,0.13,XKMK-M-20261001-68265,SEE CAO participantsSold explicit EIC; participant MW not published,https://api.seecao.com/api/data?auctionIdentification=XKMK-M-20261001-68265,12
2026-10,SEE CAO,XK→MK,XK,MK,Danske Commodities Kosovo SH.P.K.,23X--201125-DC-P,,200.00,429,198,0.13,XKMK-M-20261001-68265,SEE CAO participantsSold explicit EIC; participant MW not published,https://api.seecao.com/api/data?auctionIdentification=XKMK-M-20261001-68265,12
2026-10,SEE CAO,XK→MK,XK,MK,EDF TRADING Ltd,11XEDFTRADING--G,,200.00,429,198,0.13,XKMK-M-20261001-68265,SEE CAO participantsSold explicit EIC; participant MW not published,https://api.seecao.com/api/data?auctionIdentification=XKMK-M-20261001-68265,12
2026-10,SEE CAO,XK→MK,XK,MK,ELECTRADE S.P.A.,28XELECTRADE---R,,200.00,429,198,0.13,XKMK-M-20261001-68265,SEE CAO participantsSold explicit EIC; participant MW not published,https://api.seecao.com/api/data?auctionIdentification=XKMK-M-20261001-68265,12
2026-10,SEE CAO,XK→MK,XK,MK,"GEN-I, trgovanje in prodaja elektricne energije, d.o.o.",11XIGET--------D,,200.00,429,198,0.13,XKMK-M-20261001-68265,SEE CAO participantsSold explicit EIC; participant MW not published,https://api.seecao.com/api/data?auctionIdentification=XKMK-M-20261001-68265,12
2026-10,SEE CAO,XK→MK,XK,MK,GREENCORE TRADE LLC import-export Gevgelija,33XGREENCORE-78T,,200.00,429,198,0.13,XKMK-M-20261001-68265,SEE CAO participantsSold explicit EIC; participant MW not published,https://api.seecao.com/api/data?auctionIdentification=XKMK-M-20261001-68265,12
2026-10,SEE CAO,XK→MK,XK,MK,GSA,22XGSA---------N,,200.00,429,198,0.13,XKMK-M-20261001-68265,SEE CAO participantsSold explicit EIC; participant MW not published,https://api.seecao.com/api/data?auctionIdentification=XKMK-M-20261001-68265,12
2026-10,SEE CAO,XK→MK,XK,MK,Kelag International dooel Skopje,33X-INTERENERGOU,,200.00,429,198,0.13,XKMK-M-20261001-68265,SEE CAO participantsSold explicit EIC; participant MW not published,https://api.seecao.com/api/data?auctionIdentification=XKMK-M-20261001-68265,12
2026-10,SEE CAO,XK→MK,XK,MK,MFT Energy A/S,23X--161129-ME-L,,200.00,429,198,0.13,XKMK-M-20261001-68265,SEE CAO participantsSold explicit EIC; participant MW not published,https://api.seecao.com/api/data?auctionIdentification=XKMK-M-20261001-68265,12
2026-10,SEE CAO,XK→MK,XK,MK,ReNRGY Trading Group SH.P.K,54X-10IRN102618R,,200.00,429,198,0.13,XKMK-M-20261001-68265,SEE CAO participantsSold explicit EIC; participant MW not published,https://api.seecao.com/api/data?auctionIdentification=XKMK-M-20261001-68265,12
2026-10,SEE CAO,XK→MK,XK,MK,SENTRADE DOOEL Skopje,33XSENTRADE----W,,200.00,429,198,0.13,XKMK-M-20261001-68265,SEE CAO participantsSold explicit EIC; participant MW not published,https://api.seecao.com/api/data?auctionIdentification=XKMK-M-20261001-68265,12
2026-10,SEE CAO,XK→MK,XK,MK,Terna Energy Trading DOOEL,33X-TETRA-SKOP-M,,200.00,429,198,0.13,XKMK-M-20261001-68265,SEE CAO participantsSold explicit EIC; participant MW not published,https://api.seecao.com/api/data?auctionIdentification=XKMK-M-20261001-68265,12
